START	rep1_3mls_01	on 2017 June 11 at 11:08:58
TIME	MILP_for_positions_229_to_229	68.25
TIME	MILP_for_positions_231_to_231	66.05
TIME	MILP_for_positions_249_to_249	66.52
TIME	MILP_for_positions_234_to_234	67.83
TIME	MILP_for_positions_232_to_232	67.6
TIME	MILP_for_positions_235_to_235	72.54
TIME	MILP_for_positions_246_to_246	73.74
TIME	MILP_for_positions_236_to_236	72.3
TIME	MILP_for_positions_247_to_247	72.06
TIME	MILP_for_positions_248_to_248	70.36
TIME	MILP_for_positions_245_to_245	72.0
TIME	MILP_for_positions_241_to_241	72.5
TIME	MILP_for_positions_244_to_244	73.9
TIME	MILP_for_positions_243_to_243	76.49
TIME	MILP_for_positions_242_to_242	73.26
TIME	MILP_for_positions_263_to_263	64.03
TIME	MILP_for_positions_252_to_252	69.91
TIME	MILP_for_positions_262_to_262	65.29
TIME	MILP_for_positions_256_to_256	65.57
TIME	MILP_for_positions_261_to_261	66.06
TIME	MILP_for_positions_257_to_257	68.68
TIME	MILP_for_positions_258_to_258	66.64
TIME	MILP_for_positions_250_to_250	67.98
TIME	MILP_for_positions_264_to_264	67.44
TIME	MILP_for_positions_251_to_251	68.63
TIME	MILP_for_positions_255_to_255	69.64
TIME	MILP_for_positions_260_to_260	73.45
TIME	MILP_for_positions_254_to_254	72.58
TIME	MILP_for_positions_259_to_259	74.24
TIME	MILP_for_positions_289_to_289	58.39
TIME	MILP_for_positions_253_to_253	83.29
TIME	MILP_for_positions_275_to_275	62.65
TIME	MILP_for_positions_270_to_270	67.56
TIME	MILP_for_positions_276_to_276	65.0
TIME	MILP_for_positions_273_to_273	63.53
TIME	MILP_for_positions_278_to_278	65.18
TIME	MILP_for_positions_279_to_279	64.12
TIME	MILP_for_positions_280_to_280	66.6
TIME	MILP_for_positions_268_to_268	65.27
TIME	MILP_for_positions_281_to_281	70.37
TIME	MILP_for_positions_283_to_283	68.13
TIME	MILP_for_positions_271_to_271	65.78
TIME	MILP_for_positions_288_to_288	65.79
TIME	MILP_for_positions_274_to_274	67.82
TIME	MILP_for_positions_284_to_284	66.18
TIME	MILP_for_positions_267_to_267	69.28
TIME	MILP_for_positions_272_to_272	67.82
TIME	MILP_for_positions_269_to_269	69.08
TIME	MILP_for_positions_287_to_287	70.38
TIME	MILP_for_positions_277_to_277	69.91
TIME	MILP_for_positions_285_to_285	77.25
TIME	MILP_for_positions_282_to_282	70.12
TIME	MILP_for_positions_286_to_286	76.01
TIME	MILP_for_positions_266_to_266	75.64
TIME	MILP_for_positions_301_to_301	61.52
TIME	MILP_for_positions_298_to_298	61.89
TIME	MILP_for_positions_296_to_296	62.84
TIME	MILP_for_positions_297_to_297	62.71
TIME	MILP_for_positions_293_to_293	64.77
TIME	MILP_for_positions_291_to_291	64.49
TIME	MILP_for_positions_294_to_294	66.49
TIME	MILP_for_positions_300_to_300	64.37
TIME	MILP_for_positions_299_to_299	65.77
TIME	MILP_for_positions_290_to_290	66.63
TIME	MILP_for_positions_295_to_295	65.04
TIME	MILP_for_positions_292_to_292	67.14
TIME	MILP_for_positions_302_to_302	66.68
TIME	MILP_for_positions_265_to_265	88.47
TIME	MILP_for_positions_309_to_309	62.27
TIME	MILP_for_positions_304_to_304	62.11
TIME	MILP_for_positions_307_to_307	66.13
TIME	MILP_for_positions_303_to_303	63.75
TIME	MILP_for_positions_306_to_306	72.37
TIME	MILP_for_positions_308_to_308	68.11
TIME	MILP_for_positions_305_to_305	69.78
TIME	MILP_for_positions_325_to_325	61.17
TIME	MILP_for_positions_319_to_319	62.44
TIME	MILP_for_positions_310_to_310	62.8
TIME	MILP_for_positions_326_to_326	66.2
TIME	MILP_for_positions_316_to_316	61.92
TIME	MILP_for_positions_327_to_327	64.6
TIME	MILP_for_positions_314_to_314	63.2
TIME	MILP_for_positions_315_to_315	62.59
TIME	MILP_for_positions_317_to_317	67.01
TIME	MILP_for_positions_318_to_318	66.22
TIME	MILP_for_positions_313_to_313	65.4
TIME	MILP_for_positions_311_to_311	71.01
TIME	MILP_for_positions_312_to_312	68.59
TIME	MILP_for_positions_320_to_320	69.02
TIME	MILP_for_positions_321_to_321	68.45
TIME	MILP_for_positions_322_to_322	71.18
TIME	MILP_for_positions_323_to_323	73.31
TIME	MILP_for_positions_324_to_324	74.57
TIME	MILP_for_positions_336_to_336	61.45
TIME	MILP_for_positions_337_to_337	63.28
TIME	MILP_for_positions_339_to_339	63.69
TIME	MILP_for_positions_345_to_345	63.05
TIME	MILP_for_positions_329_to_329	65.07
TIME	MILP_for_positions_334_to_334	64.62
TIME	MILP_for_positions_335_to_335	64.61
TIME	MILP_for_positions_333_to_333	67.17
TIME	MILP_for_positions_338_to_338	65.34
TIME	MILP_for_positions_328_to_328	66.69
TIME	MILP_for_positions_348_to_348	66.43
TIME	MILP_for_positions_330_to_330	67.93
TIME	MILP_for_positions_331_to_331	69.28
TIME	MILP_for_positions_347_to_347	74.32
TIME	MILP_for_positions_341_to_341	67.57
TIME	MILP_for_positions_332_to_332	73.94
TIME	MILP_for_positions_346_to_346	70.2
TIME	MILP_for_positions_342_to_342	69.1
TIME	MILP_for_positions_344_to_344	71.84
TIME	MILP_for_positions_343_to_343	70.24
TIME	MILP_for_positions_357_to_357	61.82
TIME	MILP_for_positions_358_to_358	60.31
TIME	MILP_for_positions_340_to_340	72.86
TIME	MILP_for_positions_355_to_355	63.45
TIME	MILP_for_positions_349_to_349	63.75
TIME	MILP_for_positions_354_to_354	65.53
TIME	MILP_for_positions_350_to_350	69.09
TIME	MILP_for_positions_356_to_356	66.69
TIME	MILP_for_positions_351_to_351	67.13
TIME	MILP_for_positions_352_to_352	66.84
TIME	MILP_for_positions_353_to_353	68.77
TIME	MILP_for_positions_375_to_375	61.54
TIME	MILP_for_positions_370_to_370	61.41
TIME	MILP_for_positions_364_to_364	62.31
TIME	MILP_for_positions_369_to_369	62.45
TIME	MILP_for_positions_368_to_368	63.1
TIME	MILP_for_positions_363_to_363	63.83
TIME	MILP_for_positions_374_to_374	65.61
TIME	MILP_for_positions_367_to_367	64.57
TIME	MILP_for_positions_360_to_360	64.29
TIME	MILP_for_positions_378_to_378	65.81
TIME	MILP_for_positions_381_to_381	66.25
TIME	MILP_for_positions_362_to_362	65.93
TIME	MILP_for_positions_373_to_373	67.73
TIME	MILP_for_positions_371_to_371	66.86
TIME	MILP_for_positions_377_to_377	65.57
TIME	MILP_for_positions_372_to_372	69.68
TIME	MILP_for_positions_366_to_366	66.72
TIME	MILP_for_positions_359_to_359	75.07
TIME	MILP_for_positions_361_to_361	67.66
TIME	MILP_for_positions_379_to_379	67.75
TIME	MILP_for_positions_380_to_380	68.21
TIME	MILP_for_positions_365_to_365	75.53
TIME	MILP_for_positions_395_to_395	62.39
TIME	MILP_for_positions_393_to_393	62.26
TIME	MILP_for_positions_376_to_376	76.35
TIME	MILP_for_positions_390_to_390	62.17
TIME	MILP_for_positions_389_to_389	63.22
TIME	MILP_for_positions_384_to_384	64.01
TIME	MILP_for_positions_385_to_385	63.55
TIME	MILP_for_positions_400_to_400	63.99
TIME	MILP_for_positions_398_to_398	64.32
TIME	MILP_for_positions_399_to_399	64.19
TIME	MILP_for_positions_388_to_388	64.4
TIME	MILP_for_positions_387_to_387	70.5
TIME	MILP_for_positions_383_to_383	65.26
TIME	MILP_for_positions_397_to_397	66.09
TIME	MILP_for_positions_386_to_386	67.81
TIME	MILP_for_positions_391_to_391	73.77
TIME	MILP_for_positions_396_to_396	67.46
TIME	MILP_for_positions_392_to_392	100.62
TIME	MILP_for_positions_382_to_382	69.81
TIME	MILP_for_positions_394_to_394	69.52
TIME	MILP_for_positions_406_to_406	60.73
TIME	MILP_for_positions_408_to_408	66.04
TIME	MILP_for_positions_402_to_402	63.62
TIME	MILP_for_positions_403_to_403	72.23
TIME	MILP_for_positions_404_to_404	65.34
TIME	MILP_for_positions_405_to_405	66.97
TIME	MILP_for_positions_407_to_407	66.93
TIME	MILP_for_positions_426_to_426	61.08
TIME	MILP_for_positions_424_to_424	61.63
TIME	MILP_for_positions_413_to_413	62.49
TIME	MILP_for_positions_425_to_425	64.18
TIME	MILP_for_positions_409_to_409	62.2
TIME	MILP_for_positions_418_to_418	62.97
TIME	MILP_for_positions_414_to_414	63.01
TIME	MILP_for_positions_411_to_411	62.85
TIME	MILP_for_positions_415_to_415	63.7
TIME	MILP_for_positions_410_to_410	63.78
TIME	MILP_for_positions_417_to_417	65.24
TIME	MILP_for_positions_416_to_416	65.38
TIME	MILP_for_positions_419_to_419	66.89
TIME	MILP_for_positions_421_to_421	65.81
TIME	MILP_for_positions_423_to_423	68.28
TIME	MILP_for_positions_422_to_422	67.78
TIME	MILP_for_positions_412_to_412	69.94
TIME	MILP_for_positions_420_to_420	77.69
TIME	MILP_for_positions_401_to_401	85.1
TIME	MILP_for_positions_427_to_427	63.48
TIME	MILP_for_positions_429_to_429	63.84
TIME	MILP_for_positions_432_to_432	63.73
TIME	MILP_for_positions_428_to_428	64.02
TIME	MILP_for_positions_436_to_436	63.2
TIME	MILP_for_positions_433_to_433	64.18
TIME	MILP_for_positions_441_to_441	62.97
TIME	MILP_for_positions_437_to_437	70.2
TIME	MILP_for_positions_431_to_431	64.68
TIME	MILP_for_positions_435_to_435	70.75
TIME	MILP_for_positions_430_to_430	69.12
TIME	MILP_for_positions_434_to_434	66.7
TIME	MILP_for_positions_438_to_438	65.59
TIME	MILP_for_positions_439_to_439	69.19
TIME	MILP_for_positions_440_to_440	70.57
TIME	MILP_for_positions_457_to_457	61.08
TIME	MILP_for_positions_454_to_454	63.59
TIME	MILP_for_positions_445_to_445	65.86
TIME	MILP_for_positions_451_to_451	68.23
TIME	MILP_for_positions_453_to_453	66.26
TIME	MILP_for_positions_442_to_442	70.77
TIME	MILP_for_positions_448_to_448	66.89
TIME	MILP_for_positions_456_to_456	67.65
TIME	MILP_for_positions_455_to_455	71.28
TIME	MILP_for_positions_446_to_446	67.53
TIME	MILP_for_positions_447_to_447	67.2
TIME	MILP_for_positions_449_to_449	76.05
TIME	MILP_for_positions_450_to_450	73.95
TIME	MILP_for_positions_452_to_452	70.33
TIME	MILP_for_positions_443_to_443	74.45
TIME	MILP_for_positions_444_to_444	78.74
TIME	MILP_for_positions_463_to_463	61.55
TIME	MILP_for_positions_471_to_471	61.89
TIME	MILP_for_positions_468_to_468	62.37
TIME	MILP_for_positions_467_to_467	63.63
TIME	MILP_for_positions_458_to_458	64.4
TIME	MILP_for_positions_474_to_474	64.25
TIME	MILP_for_positions_469_to_469	66.6
TIME	MILP_for_positions_466_to_466	68.33
TIME	MILP_for_positions_477_to_477	64.63
TIME	MILP_for_positions_473_to_473	73.85
TIME	MILP_for_positions_461_to_461	68.97
TIME	MILP_for_positions_462_to_462	66.09
TIME	MILP_for_positions_479_to_479	70.67
TIME	MILP_for_positions_478_to_478	71.94
TIME	MILP_for_positions_476_to_476	66.68
TIME	MILP_for_positions_472_to_472	72.54
TIME	MILP_for_positions_460_to_460	68.07
TIME	MILP_for_positions_470_to_470	68.71
TIME	MILP_for_positions_464_to_464	76.21
TIME	MILP_for_positions_465_to_465	78.85
TIME	MILP_for_positions_459_to_459	76.71
TIME	MILP_for_positions_475_to_475	74.43
TIME	MILP_for_positions_498_to_498	60.65
TIME	MILP_for_positions_492_to_492	60.48
TIME	MILP_for_positions_490_to_490	62.13
TIME	MILP_for_positions_484_to_484	63.41
TIME	MILP_for_positions_485_to_485	63.33
TIME	MILP_for_positions_486_to_486	62.93
TIME	MILP_for_positions_487_to_487	65.01
TIME	MILP_for_positions_481_to_481	64.03
TIME	MILP_for_positions_489_to_489	64.55
TIME	MILP_for_positions_488_to_488	63.51
TIME	MILP_for_positions_483_to_483	64.43
TIME	MILP_for_positions_482_to_482	66.54
TIME	MILP_for_positions_493_to_493	65.33
TIME	MILP_for_positions_495_to_495	65.25
TIME	MILP_for_positions_494_to_494	67.13
TIME	MILP_for_positions_496_to_496	67.64
TIME	MILP_for_positions_480_to_480	67.86
TIME	MILP_for_positions_497_to_497	73.88
TIME	MILP_for_positions_491_to_491	74.13
TIME	MILP_for_positions_501_to_501	62.45
TIME	MILP_for_positions_503_to_503	66.38
TIME	MILP_for_positions_504_to_504	72.01
TIME	MILP_for_positions_506_to_506	73.03
TIME	MILP_for_positions_502_to_502	67.23
TIME	MILP_for_positions_500_to_500	71.1
TIME	MILP_for_positions_505_to_505	69.48
TIME	MILP_for_positions_515_to_515	62.13
TIME	MILP_for_positions_521_to_521	61.59
TIME	MILP_for_positions_516_to_516	61.92
TIME	MILP_for_positions_523_to_523	61.93
TIME	MILP_for_positions_510_to_510	64.35
TIME	MILP_for_positions_522_to_522	69.0
TIME	MILP_for_positions_514_to_514	63.39
TIME	MILP_for_positions_513_to_513	63.45
TIME	MILP_for_positions_507_to_507	63.89
TIME	MILP_for_positions_508_to_508	66.91
TIME	MILP_for_positions_499_to_499	82.88
TIME	MILP_for_positions_520_to_520	71.69
TIME	MILP_for_positions_518_to_518	65.45
TIME	MILP_for_positions_511_to_511	71.5
TIME	MILP_for_positions_517_to_517	65.14
TIME	MILP_for_positions_512_to_512	70.68
TIME	MILP_for_positions_519_to_519	68.66
TIME	MILP_for_positions_509_to_509	72.94
TIME	MILP_for_positions_536_to_536	62.3
TIME	MILP_for_positions_529_to_529	62.37
TIME	MILP_for_positions_524_to_524	62.06
TIME	MILP_for_positions_537_to_537	62.76
TIME	MILP_for_positions_535_to_535	62.99
TIME	MILP_for_positions_526_to_526	63.55
TIME	MILP_for_positions_532_to_532	64.09
TIME	MILP_for_positions_538_to_538	65.57
TIME	MILP_for_positions_539_to_539	64.72
TIME	MILP_for_positions_534_to_534	71.44
TIME	MILP_for_positions_531_to_531	64.97
TIME	MILP_for_positions_533_to_533	65.79
TIME	MILP_for_positions_528_to_528	65.54
TIME	MILP_for_positions_530_to_530	66.34
TIME	MILP_for_positions_527_to_527	67.09
TIME	MILP_for_positions_542_to_542	64.96
TIME	MILP_for_positions_540_to_540	71.66
TIME	MILP_for_positions_543_to_543	66.53
TIME	MILP_for_positions_545_to_545	67.95
TIME	MILP_for_positions_544_to_544	69.55
TIME	MILP_for_positions_550_to_550	69.95
TIME	MILP_for_positions_551_to_551	70.54
TIME	MILP_for_positions_546_to_546	70.16
TIME	MILP_for_positions_554_to_554	70.74
TIME	MILP_for_positions_552_to_552	70.9
TIME	MILP_for_positions_555_to_555	71.0
TIME	MILP_for_positions_548_to_548	72.11
TIME	MILP_for_positions_553_to_553	70.73
TIME	MILP_for_positions_541_to_541	74.0
TIME	MILP_for_positions_549_to_549	71.71
TIME	MILP_for_positions_547_to_547	78.77
TIME	MILP_for_positions_525_to_525	89.58
TIME	MILP_for_positions_568_to_568	60.84
TIME	MILP_for_positions_560_to_560	61.53
TIME	MILP_for_positions_566_to_566	62.72
TIME	MILP_for_positions_563_to_563	62.42
TIME	MILP_for_positions_567_to_567	65.5
TIME	MILP_for_positions_564_to_564	64.18
TIME	MILP_for_positions_571_to_571	65.98
TIME	MILP_for_positions_558_to_558	65.26
TIME	MILP_for_positions_557_to_557	64.87
TIME	MILP_for_positions_570_to_570	64.12
TIME	MILP_for_positions_569_to_569	70.11
TIME	MILP_for_positions_556_to_556	68.97
TIME	MILP_for_positions_565_to_565	67.7
TIME	MILP_for_positions_561_to_561	68.79
TIME	MILP_for_positions_562_to_562	70.31
TIME	MILP_for_positions_572_to_572	68.62
TIME	MILP_for_positions_559_to_559	69.74
TIME	MILP_for_positions_575_to_575	69.31
TIME	MILP_for_positions_574_to_574	71.43
TIME	MILP_for_positions_573_to_573	70.46
TIME	MILP_for_positions_597_to_597	57.96
TIME	MILP_for_positions_591_to_591	60.35
TIME	MILP_for_positions_594_to_594	62.79
TIME	MILP_for_positions_587_to_587	62.88
TIME	MILP_for_positions_593_to_593	63.26
TIME	MILP_for_positions_589_to_589	65.48
TIME	MILP_for_positions_579_to_579	64.49
TIME	MILP_for_positions_590_to_590	64.56
TIME	MILP_for_positions_584_to_584	64.15
TIME	MILP_for_positions_596_to_596	64.98
TIME	MILP_for_positions_581_to_581	64.79
TIME	MILP_for_positions_583_to_583	70.76
TIME	MILP_for_positions_588_to_588	75.61
TIME	MILP_for_positions_586_to_586	70.99
TIME	MILP_for_positions_580_to_580	66.76
TIME	MILP_for_positions_585_to_585	66.36
TIME	MILP_for_positions_576_to_576	66.7
TIME	MILP_for_positions_577_to_577	67.53
TIME	MILP_for_positions_592_to_592	67.39
TIME	MILP_for_positions_582_to_582	72.42
TIME	MILP_for_positions_578_to_578	67.61
TIME	MILP_for_positions_595_to_595	69.53
TIME	MILP_for_positions_599_to_599	62.48
TIME	MILP_for_positions_598_to_598	67.15
TIME	MILP_for_positions_603_to_603	65.14
TIME	MILP_for_positions_602_to_602	66.74
TIME	MILP_for_positions_600_to_600	67.06
TIME	MILP_for_positions_605_to_605	67.33
TIME	MILP_for_positions_604_to_604	68.36
TIME	MILP_for_positions_601_to_601	74.32
TIME	MILP_for_positions_619_to_619	60.29
TIME	MILP_for_positions_622_to_622	61.55
TIME	MILP_for_positions_613_to_613	62.39
TIME	MILP_for_positions_621_to_621	63.01
TIME	MILP_for_positions_620_to_620	66.72
TIME	MILP_for_positions_609_to_609	65.09
TIME	MILP_for_positions_611_to_611	64.4
TIME	MILP_for_positions_610_to_610	64.08
TIME	MILP_for_positions_612_to_612	66.59
TIME	MILP_for_positions_607_to_607	67.39
TIME	MILP_for_positions_617_to_617	67.82
TIME	MILP_for_positions_616_to_616	79.04
TIME	MILP_for_positions_606_to_606	71.01
TIME	MILP_for_positions_618_to_618	76.57
TIME	MILP_for_positions_615_to_615	72.58
TIME	MILP_for_positions_608_to_608	77.19
TIME	MILP_for_positions_614_to_614	73.28
TIME	MILP_for_positions_635_to_635	62.29
TIME	MILP_for_positions_636_to_636	62.83
TIME	MILP_for_positions_624_to_624	63.22
TIME	MILP_for_positions_634_to_634	66.3
TIME	MILP_for_positions_631_to_631	68.52
TIME	MILP_for_positions_625_to_625	64.02
TIME	MILP_for_positions_623_to_623	64.82
TIME	MILP_for_positions_627_to_627	64.55
TIME	MILP_for_positions_626_to_626	69.05
TIME	MILP_for_positions_633_to_633	65.5
TIME	MILP_for_positions_628_to_628	66.86
TIME	MILP_for_positions_632_to_632	68.54
TIME	MILP_for_positions_637_to_637	69.37
TIME	MILP_for_positions_629_to_629	69.2
TIME	MILP_for_positions_630_to_630	78.7
TIME	MILP_for_positions_638_to_638	63.34
TIME	MILP_for_positions_639_to_639	73.51
TIME	MILP_for_positions_647_to_647	62.56
TIME	MILP_for_positions_652_to_652	63.11
TIME	MILP_for_positions_662_to_662	63.53
TIME	MILP_for_positions_645_to_645	64.02
TIME	MILP_for_positions_651_to_651	70.78
TIME	MILP_for_positions_665_to_665	67.0
TIME	MILP_for_positions_664_to_664	66.66
TIME	MILP_for_positions_643_to_643	71.57
TIME	MILP_for_positions_641_to_641	68.02
TIME	MILP_for_positions_663_to_663	69.0
TIME	MILP_for_positions_648_to_648	70.28
TIME	MILP_for_positions_642_to_642	71.79
TIME	MILP_for_positions_650_to_650	72.46
TIME	MILP_for_positions_658_to_658	68.09
TIME	MILP_for_positions_653_to_653	69.04
TIME	MILP_for_positions_661_to_661	69.92
TIME	MILP_for_positions_646_to_646	72.92
TIME	MILP_for_positions_644_to_644	77.74
TIME	MILP_for_positions_649_to_649	71.9
TIME	MILP_for_positions_654_to_654	72.01
TIME	MILP_for_positions_688_to_688	59.09
TIME	MILP_for_positions_655_to_655	78.22
TIME	MILP_for_positions_657_to_657	73.42
TIME	MILP_for_positions_659_to_659	79.21
TIME	MILP_for_positions_656_to_656	73.15
TIME	MILP_for_positions_660_to_660	78.11
TIME	MILP_for_positions_687_to_687	60.4
TIME	MILP_for_positions_679_to_679	61.74
TIME	MILP_for_positions_683_to_683	62.93
TIME	MILP_for_positions_677_to_677	66.98
TIME	MILP_for_positions_674_to_674	63.53
TIME	MILP_for_positions_673_to_673	64.3
TIME	MILP_for_positions_640_to_640	78.97
TIME	MILP_for_positions_667_to_667	66.64
TIME	MILP_for_positions_685_to_685	65.74
TIME	MILP_for_positions_684_to_684	66.36
TIME	MILP_for_positions_666_to_666	67.07
TIME	MILP_for_positions_676_to_676	85.47
TIME	MILP_for_positions_686_to_686	69.97
TIME	MILP_for_positions_675_to_675	111.64
TIME	MILP_for_positions_668_to_668	67.74
TIME	MILP_for_positions_669_to_669	68.38
TIME	MILP_for_positions_670_to_670	68.95
TIME	MILP_for_positions_682_to_682	70.72
TIME	MILP_for_positions_671_to_671	75.95
TIME	MILP_for_positions_680_to_680	70.8
TIME	MILP_for_positions_681_to_681	72.11
TIME	MILP_for_positions_672_to_672	73.32
TIME	MILP_for_positions_678_to_678	79.74
TIME	MILP_for_positions_693_to_693	61.49
TIME	MILP_for_positions_696_to_696	62.95
TIME	MILP_for_positions_697_to_697	62.67
TIME	MILP_for_positions_692_to_692	63.15
TIME	MILP_for_positions_690_to_690	64.47
TIME	MILP_for_positions_695_to_695	65.03
TIME	MILP_for_positions_699_to_699	64.82
TIME	MILP_for_positions_689_to_689	65.61
TIME	MILP_for_positions_694_to_694	66.23
TIME	MILP_for_positions_691_to_691	67.29
TIME	MILP_for_positions_698_to_698	67.92
TIME	MILP_for_positions_700_to_700	71.64
TIME	MILP_for_positions_712_to_712	61.51
TIME	MILP_for_positions_711_to_711	61.1
TIME	MILP_for_positions_703_to_703	61.65
TIME	MILP_for_positions_704_to_704	62.04
TIME	MILP_for_positions_705_to_705	63.32
TIME	MILP_for_positions_706_to_706	69.81
TIME	MILP_for_positions_714_to_714	71.32
TIME	MILP_for_positions_702_to_702	65.38
TIME	MILP_for_positions_708_to_708	66.6
TIME	MILP_for_positions_701_to_701	65.71
TIME	MILP_for_positions_713_to_713	71.55
TIME	MILP_for_positions_707_to_707	73.43
TIME	MILP_for_positions_710_to_710	67.71
TIME	MILP_for_positions_709_to_709	76.09
TIME	MILP_for_positions_718_to_718	61.64
TIME	MILP_for_positions_724_to_724	62.64
TIME	MILP_for_positions_732_to_732	62.51
TIME	MILP_for_positions_726_to_726	64.0
TIME	MILP_for_positions_715_to_715	66.67
TIME	MILP_for_positions_727_to_727	65.75
TIME	MILP_for_positions_725_to_725	64.54
TIME	MILP_for_positions_729_to_729	73.46
TIME	MILP_for_positions_728_to_728	70.23
TIME	MILP_for_positions_720_to_720	66.08
TIME	MILP_for_positions_717_to_717	66.77
TIME	MILP_for_positions_719_to_719	66.74
TIME	MILP_for_positions_730_to_730	66.62
TIME	MILP_for_positions_731_to_731	68.86
TIME	MILP_for_positions_723_to_723	70.09
TIME	MILP_for_positions_722_to_722	71.59
TIME	MILP_for_positions_721_to_721	81.47
TIME	MILP_for_positions_733_to_733	73.24
TIME	MILP_for_positions_716_to_716	79.27
TIME	MILP_for_positions_734_to_734	68.93
TIME	MILP_for_positions_735_to_735	67.87
TIME	MILP_for_positions_738_to_738	73.38
TIME	MILP_for_positions_736_to_736	69.56
TIME	MILP_for_positions_737_to_737	71.51
TIME	MILP_for_positions_740_to_740	62.67
TIME	MILP_for_positions_739_to_739	62.61
TIME	MILP_for_positions_741_to_741	63.0
TIME	MILP_for_positions_742_to_742	64.77
TIME	MILP_for_positions_743_to_743	64.1
TIME	MILP_for_positions_750_to_750	64.51
TIME	MILP_for_positions_745_to_745	65.08
TIME	MILP_for_positions_747_to_747	66.9
TIME	MILP_for_positions_749_to_749	67.73
TIME	MILP_for_positions_744_to_744	75.73
TIME	MILP_for_positions_748_to_748	70.19
TIME	MILP_for_positions_746_to_746	72.4
TIME	MILP_for_positions_777_to_777	60.19
TIME	MILP_for_positions_765_to_765	59.91
TIME	MILP_for_positions_760_to_760	60.59
TIME	MILP_for_positions_757_to_757	62.62
TIME	MILP_for_positions_758_to_758	63.12
TIME	MILP_for_positions_752_to_752	64.73
TIME	MILP_for_positions_769_to_769	65.06
TIME	MILP_for_positions_775_to_775	65.45
TIME	MILP_for_positions_776_to_776	67.3
TIME	MILP_for_positions_768_to_768	66.2
TIME	MILP_for_positions_756_to_756	70.57
TIME	MILP_for_positions_755_to_755	67.39
TIME	MILP_for_positions_764_to_764	72.58
TIME	MILP_for_positions_762_to_762	68.0
TIME	MILP_for_positions_761_to_761	68.81
TIME	MILP_for_positions_759_to_759	69.23
TIME	MILP_for_positions_774_to_774	68.59
TIME	MILP_for_positions_754_to_754	69.26
TIME	MILP_for_positions_773_to_773	69.97
TIME	MILP_for_positions_772_to_772	74.38
TIME	MILP_for_positions_763_to_763	73.39
TIME	MILP_for_positions_766_to_766	74.89
TIME	MILP_for_positions_753_to_753	75.1
TIME	MILP_for_positions_770_to_770	73.05
TIME	MILP_for_positions_767_to_767	73.2
TIME	MILP_for_positions_792_to_792	61.19
TIME	MILP_for_positions_771_to_771	76.2
TIME	MILP_for_positions_790_to_790	61.84
TIME	MILP_for_positions_782_to_782	62.41
TIME	MILP_for_positions_794_to_794	65.06
TIME	MILP_for_positions_785_to_785	64.28
TIME	MILP_for_positions_791_to_791	63.87
TIME	MILP_for_positions_781_to_781	64.75
TIME	MILP_for_positions_793_to_793	83.46
TIME	MILP_for_positions_787_to_787	65.08
TIME	MILP_for_positions_778_to_778	65.69
TIME	MILP_for_positions_779_to_779	65.36
TIME	MILP_for_positions_796_to_796	64.88
TIME	MILP_for_positions_786_to_786	70.0
TIME	MILP_for_positions_780_to_780	66.53
TIME	MILP_for_positions_784_to_784	70.44
TIME	MILP_for_positions_751_to_751	82.2
TIME	MILP_for_positions_788_to_788	67.71
TIME	MILP_for_positions_795_to_795	74.2
TIME	MILP_for_positions_783_to_783	75.27
TIME	MILP_for_positions_797_to_797	72.52
TIME	MILP_for_positions_798_to_798	72.94
TIME	MILP_for_positions_804_to_804	60.53
TIME	MILP_for_positions_805_to_805	62.19
TIME	MILP_for_positions_807_to_807	63.78
TIME	MILP_for_positions_801_to_801	63.62
TIME	MILP_for_positions_800_to_800	63.1
TIME	MILP_for_positions_806_to_806	68.59
TIME	MILP_for_positions_803_to_803	66.29
TIME	MILP_for_positions_802_to_802	63.14
TIME	MILP_for_positions_799_to_799	64.5
TIME	MILP_for_positions_808_to_808	69.69
TIME	MILP_for_positions_789_to_789	84.36
TIME	MILP_for_positions_820_to_820	61.65
TIME	MILP_for_positions_814_to_814	64.13
TIME	MILP_for_positions_816_to_816	66.22
TIME	MILP_for_positions_817_to_817	69.17
TIME	MILP_for_positions_815_to_815	70.24
TIME	MILP_for_positions_810_to_810	66.05
TIME	MILP_for_positions_813_to_813	66.44
TIME	MILP_for_positions_811_to_811	65.48
TIME	MILP_for_positions_812_to_812	65.89
TIME	MILP_for_positions_809_to_809	69.08
TIME	MILP_for_positions_818_to_818	66.64
TIME	MILP_for_positions_819_to_819	67.99
TIME	MILP_for_positions_833_to_833	61.19
TIME	MILP_for_positions_832_to_832	63.22
TIME	MILP_for_positions_828_to_828	63.41
TIME	MILP_for_positions_831_to_831	64.04
TIME	MILP_for_positions_822_to_822	64.25
TIME	MILP_for_positions_827_to_827	65.41
TIME	MILP_for_positions_830_to_830	66.62
TIME	MILP_for_positions_824_to_824	68.05
TIME	MILP_for_positions_821_to_821	74.33
TIME	MILP_for_positions_826_to_826	69.09
TIME	MILP_for_positions_829_to_829	70.71
TIME	MILP_for_positions_825_to_825	71.64
TIME	MILP_for_positions_823_to_823	80.78
TIME	MILP_for_positions_836_to_836	61.23
TIME	MILP_for_positions_841_to_841	63.14
TIME	MILP_for_positions_835_to_835	63.88
TIME	MILP_for_positions_840_to_840	64.96
TIME	MILP_for_positions_837_to_837	72.48
TIME	MILP_for_positions_838_to_838	68.76
TIME	MILP_for_positions_839_to_839	69.66
TIME	MILP_for_positions_834_to_834	72.17
